;TAXO_VERNACUL;annee;mois;nb
4945;Courlis cendré;2021;11;1008
4946;Grand Gravelot;2021;11;30,5
4947;Huîtrier pie;2021;11;2697,5
4948;Macreuse noire;2021;11;102,5
4949;Pluvier argenté;2021;11;63
4950;Sarcelle d'hiver;2021;11;38
4951;Tadorne de Belon;2021;11;122,5
4952;Tournepierre à collier;2021;11;25
4953;Barge rousse;2022;11;1
4954;Bécasseau maubèche;2022;11;310
4955;Bécasseau sanderling;2022;11;1976
4956;Bécasseau variable;2022;11;2134
4957;Bernache cravant;2022;11;1591
4958;Canard colvert;2022;11;490
4959;Canard pilet;2022;11;102
4960;Canard siffleur;2022;11;940
4961;Canard souchet;2022;11;7
4962;Courlis cendré;2022;11;676
4963;Grand Gravelot;2022;11;63
4964;Huîtrier pie;2022;11;2281
4965;Macreuse noire;2022;11;173
4966;Pluvier argenté;2022;11;563
4967;Sarcelle d'hiver;2022;11;115
4968;Tadorne de Belon;2022;11;110
4969;Tournepierre à collier;2022;11;92
4970;Barge rousse;2023;11;117,5
4971;Bécasseau maubèche;2023;11;376
4972;Bécasseau sanderling;2023;11;2029,5
4973;Bécasseau variable;2023;11;1141
4974;Bernache cravant;2023;11;902
4975;Canard colvert;2023;11;507,5
4976;Canard pilet;2023;11;104,5
4977;Canard siffleur;2023;11;281,5
4978;Canard souchet;2023;11;6
4979;Courlis cendré;2023;11;1082,5
4980;Grand Gravelot;2023;11;36,5
4981;Huîtrier pie;2023;11;1709
4982;Macreuse noire;2023;11;369,5
4983;Pluvier argenté;2023;11;203
4984;Sarcelle d'hiver;2023;11;143
4985;Tadorne de Belon;2023;11;79,5
4986;Tournepierre à collier;2023;11;32
4987;Barge rousse;2024;11;90
4988;Bécasseau maubèche;2024;11;2221
4989;Bécasseau sanderling;2024;11;1603,5
4990;Bécasseau variable;2024;11;1832
4991;Bernache cravant;2024;11;1951
4992;Canard colvert;2024;11;769,5
4993;Canard pilet;2024;11;65,5
4994;Canard siffleur;2024;11;397
4995;Canard souchet;2024;11;5
4996;Courlis cendré;2024;11;908
4997;Grand Gravelot;2024;11;18
4998;Huîtrier pie;2024;11;2015,5
4999;Macreuse noire;2024;11;167,5
5000;Pluvier argenté;2024;11;280
5001;Sarcelle d'hiver;2024;11;28,5
5002;Tadorne de Belon;2024;11;232,5
5003;Tournepierre à collier;2024;11;42
5126;Barge rousse;2001;12;197,5
5127;Bécasseau maubèche;2001;12;1154,333333
5128;Bécasseau sanderling;2001;12;42,5
5129;Bécasseau variable;2001;12;1842,5
5130;Bernache cravant;2001;12;2675
5131;Canard chipeau;2001;12;6
5132;Canard colvert;2001;12;437,5
5133;Canard pilet;2001;12;206,3333333
5134;Canard siffleur;2001;12;790
5135;Canard souchet;2001;12;47,33333333
5136;Courlis cendré;2001;12;461,5
5137;Grand Gravelot;2001;12;50
5138;Huîtrier pie;2001;12;2171,5
5139;Macreuse noire;2001;12;475
5140;Pluvier argenté;2001;12;80
5141;Sarcelle d'hiver;2001;12;59
5142;Tadorne de Belon;2001;12;177,5
5143;Tournepierre à collier;2001;12;30
5144;Barge rousse;2002;12;360
5145;Bécasseau maubèche;2002;12;2750
5146;Bécasseau sanderling;2002;12;110
5147;Bécasseau variable;2002;12;3800
5148;Bernache cravant;2002;12;3031,666667
5149;Canard chipeau;2002;12;22,66666667
5150;Canard pilet;2002;12;137,5
5151;Canard souchet;2002;12;28,25
5152;Huîtrier pie;2002;12;2400
5153;Macreuse noire;2002;12;463,3333333
5154;Pluvier argenté;2002;12;206
5155;Sarcelle d'hiver;2002;12;75
5156;Barge rousse;2003;12;475
5157;Bécasseau maubèche;2003;12;1200
5158;Bécasseau sanderling;2003;12;28
5159;Bécasseau variable;2003;12;4400
5160;Bernache cravant;2003;12;3345
5161;Canard chipeau;2003;12;35
5162;Canard colvert;2003;12;699
5163;Canard pilet;2003;12;71
5164;Canard siffleur;2003;12;1600
5165;Canard souchet;2003;12;22
5166;Courlis cendré;2003;12;520
5167;Grand Gravelot;2003;12;90
5168;Huîtrier pie;2003;12;2195
5169;Macreuse noire;2003;12;336,75
5170;Pluvier argenté;2003;12;95
5171;Sarcelle d'hiver;2003;12;50
5172;Tadorne de Belon;2003;12;117
5173;Tournepierre à collier;2003;12;97
5174;Barge rousse;2004;12;340
5175;Bécasseau sanderling;2004;12;117
5176;Bernache cravant;2004;12;2650
5177;Canard chipeau;2004;12;16,66666667
5178;Canard colvert;2004;12;700
5179;Canard pilet;2004;12;111,5
5180;Canard siffleur;2004;12;1125
5181;Canard souchet;2004;12;24,5
5182;Courlis cendré;2004;12;430
5183;Huîtrier pie;2004;12;2350
5184;Macreuse noire;2004;12;220
5185;Pluvier argenté;2004;12;126
5186;Sarcelle d'hiver;2004;12;54,5
5187;Tadorne de Belon;2004;12;147
5188;Tournepierre à collier;2004;12;110
5189;Barge rousse;2005;12;290
5190;Bécasseau maubèche;2005;12;1004
5191;Bécasseau sanderling;2005;12;144
5192;Bécasseau variable;2005;12;2021
5193;Bernache cravant;2005;12;2672,5
5194;Canard chipeau;2005;12;12
5195;Canard colvert;2005;12;360
5196;Canard pilet;2005;12;147,5
5197;Canard siffleur;2005;12;1160
5198;Canard souchet;2005;12;46,5
5199;Courlis cendré;2005;12;657
5200;Grand Gravelot;2005;12;30
5201;Huîtrier pie;2005;12;1896
5202;Macreuse noire;2005;12;405
5203;Pluvier argenté;2005;12;140
5204;Sarcelle d'hiver;2005;12;100
5205;Tadorne de Belon;2005;12;118
5206;Tournepierre à collier;2005;12;201
5207;Barge rousse;2006;12;325
5208;Bécasseau maubèche;2006;12;1600
5209;Bécasseau sanderling;2006;12;272
5210;Bécasseau variable;2006;12;2585
5211;Bernache cravant;2006;12;4940
5212;Canard chipeau;2006;12;7
5213;Canard colvert;2006;12;312
5214;Canard pilet;2006;12;168
5215;Canard siffleur;2006;12;1690
5216;Canard souchet;2006;12;39,33333333
5217;Courlis cendré;2006;12;760
5218;Huîtrier pie;2006;12;2780
5219;Macreuse noire;2006;12;213
5220;Pluvier argenté;2006;12;160
5221;Sarcelle d'hiver;2006;12;13
5222;Tadorne de Belon;2006;12;305
5223;Tournepierre à collier;2006;12;140
5224;Barge rousse;2007;12;173
5225;Bécasseau maubèche;2007;12;270
5226;Bécasseau sanderling;2007;12;388,5
5227;Bécasseau variable;2007;12;1480
5228;Bernache cravant;2007;12;3051
5229;Canard chipeau;2007;12;6,5
5230;Canard colvert;2007;12;468,5
5231;Canard pilet;2007;12;109,5
5232;Canard siffleur;2007;12;665,5
5233;Canard souchet;2007;12;24,5
5234;Courlis cendré;2007;12;494
5235;Grand Gravelot;2007;12;21
5236;Huîtrier pie;2007;12;2595
5237;Macreuse noire;2007;12;230
5238;Pluvier argenté;2007;12;124
5239;Sarcelle d'hiver;2007;12;19,5
5240;Tadorne de Belon;2007;12;84,5
5241;Tournepierre à collier;2007;12;112,5
5242;Barge rousse;2008;12;535
5243;Bécasseau maubèche;2008;12;949
5244;Bécasseau sanderling;2008;12;265
5245;Bécasseau variable;2008;12;4478
5246;Bernache cravant;2008;12;3330
5247;Canard chipeau;2008;12;2
5248;Canard colvert;2008;12;439
5249;Canard pilet;2008;12;81
5250;Canard siffleur;2008;12;660
5251;Canard souchet;2008;12;7,5
5252;Courlis cendré;2008;12;764
5253;Grand Gravelot;2008;12;154
5254;Huîtrier pie;2008;12;3028
5255;Macreuse noire;2008;12;80
5256;Pluvier argenté;2008;12;64
5257;Sarcelle d'hiver;2008;12;16
5258;Tadorne de Belon;2008;12;215
5259;Tournepierre à collier;2008;12;222
5260;Barge rousse;2009;12;447
5261;Bécasseau maubèche;2009;12;2400
5262;Bécasseau sanderling;2009;12;328
5263;Bécasseau variable;2009;12;1648
5264;Bernache cravant;2009;12;3616
5265;Canard colvert;2009;12;236
5266;Canard pilet;2009;12;87
5267;Canard siffleur;2009;12;150
5268;Canard souchet;2009;12;15
5269;Courlis cendré;2009;12;739
5270;Grand Gravelot;2009;12;119
5271;Huîtrier pie;2009;12;2031
5272;Macreuse noire;2009;12;514
5273;Pluvier argenté;2009;12;183
5274;Tadorne de Belon;2009;12;139
5275;Tournepierre à collier;2009;12;363
5276;Barge rousse;2010;12;586
5277;Bécasseau maubèche;2010;12;3250
5278;Bécasseau sanderling;2010;12;541
5279;Bécasseau variable;2010;12;1949
5280;Bernache cravant;2010;12;4337
5281;Canard chipeau;2010;12;43,5
5282;Canard colvert;2010;12;492
5283;Canard pilet;2010;12;181,5
5284;Canard siffleur;2010;12;1080,5
5285;Canard souchet;2010;12;26,5
5286;Courlis cendré;2010;12;751
5287;Grand Gravelot;2010;12;42
5288;Huîtrier pie;2010;12;2435
5289;Macreuse noire;2010;12;450
5290;Pluvier argenté;2010;12;197
5291;Sarcelle d'hiver;2010;12;47
5292;Tadorne de Belon;2010;12;172
5293;Tournepierre à collier;2010;12;95
5294;Barge rousse;2011;12;395
5295;Bécasseau maubèche;2011;12;2560
5296;Bécasseau sanderling;2011;12;740
5297;Bécasseau variable;2011;12;1607
5298;Bernache cravant;2011;12;533
5299;Canard colvert;2011;12;528
5300;Canard pilet;2011;12;105
5301;Canard siffleur;2011;12;196
5302;Courlis cendré;2011;12;939
5303;Grand Gravelot;2011;12;47
5304;Huîtrier pie;2011;12;2335
5305;Macreuse noire;2011;12;1130
5306;Pluvier argenté;2011;12;201
5307;Sarcelle d'hiver;2011;12;59
5308;Tadorne de Belon;2011;12;200
5309;Tournepierre à collier;2011;12;84
5310;Barge rousse;2012;12;367
5311;Bécasseau maubèche;2012;12;1675
5312;Bécasseau sanderling;2012;12;316
5313;Bécasseau variable;2012;12;1667,666667
5314;Bernache cravant;2012;12;564
5315;Canard chipeau;2012;12;8
5316;Canard colvert;2012;12;257
5317;Canard pilet;2012;12;77,5
5318;Canard siffleur;2012;12;67
5319;Canard souchet;2012;12;7,5
5320;Courlis cendré;2012;12;675
5321;Grand Gravelot;2012;12;42
5322;Huîtrier pie;2012;12;2927
5323;Macreuse noire;2012;12;685
5324;Pluvier argenté;2012;12;212
5325;Sarcelle d'hiver;2012;12;18,5
5326;Tadorne de Belon;2012;12;141,5
5327;Tournepierre à collier;2012;12;131
5328;Barge rousse;2013;12;561
5329;Bécasseau maubèche;2013;12;4153
5330;Bécasseau sanderling;2013;12;698
5331;Bécasseau variable;2013;12;3062
5332;Bernache cravant;2013;12;326
5333;Canard chipeau;2013;12;3
5334;Canard colvert;2013;12;310
5335;Canard pilet;2013;12;106
5336;Canard siffleur;2013;12;155
5337;Canard souchet;2013;12;22
5338;Courlis cendré;2013;12;876
5339;Grand Gravelot;2013;12;88
5340;Huîtrier pie;2013;12;2033
5341;Macreuse noire;2013;12;882,5
5342;Pluvier argenté;2013;12;327
5343;Sarcelle d'hiver;2013;12;15
5344;Tadorne de Belon;2013;12;106
5345;Tournepierre à collier;2013;12;117
5346;Barge rousse;2014;12;373,5
5347;Bécasseau maubèche;2014;12;2247
5348;Bécasseau sanderling;2014;12;826
5349;Bécasseau variable;2014;12;2574,5
5350;Bernache cravant;2014;12;2127
5351;Canard chipeau;2014;12;3
5352;Canard colvert;2014;12;580
5353;Canard pilet;2014;12;44,5
5354;Canard siffleur;2014;12;171
5355;Canard souchet;2014;12;9
5356;Courlis cendré;2014;12;813
5357;Grand Gravelot;2014;12;12,5
5358;Huîtrier pie;2014;12;2559,5
5359;Macreuse noire;2014;12;242
5360;Pluvier argenté;2014;12;241,5
5361;Tadorne de Belon;2014;12;136
5362;Tournepierre à collier;2014;12;117,5
5363;Barge rousse;2015;12;161
5364;Bécasseau maubèche;2015;12;1109
5365;Bécasseau sanderling;2015;12;521
5366;Bécasseau variable;2015;12;1269
5367;Bernache cravant;2015;12;507
5368;Canard colvert;2015;12;589
5369;Canard pilet;2015;12;70
5370;Canard siffleur;2015;12;64
5371;Courlis cendré;2015;12;770
5372;Huîtrier pie;2015;12;1565
5373;Macreuse noire;2015;12;45
5374;Pluvier argenté;2015;12;133
5375;Sarcelle d'hiver;2015;12;2
5376;Tadorne de Belon;2015;12;146
5377;Tournepierre à collier;2015;12;28
5378;Barge rousse;2016;12;191
5379;Bécasseau maubèche;2016;12;1452,5
5380;Bécasseau sanderling;2016;12;709
5381;Bécasseau variable;2016;12;1935
5382;Bernache cravant;2016;12;1790,5
5383;Canard chipeau;2016;12;5,5
5384;Canard colvert;2016;12;487,5
5385;Canard pilet;2016;12;131,5
5386;Canard siffleur;2016;12;648,5
5387;Canard souchet;2016;12;7
5388;Courlis cendré;2016;12;768,5
5389;Grand Gravelot;2016;12;182,5
5390;Huîtrier pie;2016;12;1807,5
5391;Macreuse noire;2016;12;462
5392;Pluvier argenté;2016;12;254,5
5393;Sarcelle d'hiver;2016;12;3,5
5394;Tadorne de Belon;2016;12;170,5
5395;Tournepierre à collier;2016;12;142,5
5396;Barge rousse;2017;12;203
5397;Bécasseau maubèche;2017;12;2600
5398;Bécasseau sanderling;2017;12;894
5399;Bécasseau variable;2017;12;1883
5400;Bernache cravant;2017;12;1530
5401;Canard colvert;2017;12;516
5402;Canard pilet;2017;12;92
5403;Canard siffleur;2017;12;274
5404;Courlis cendré;2017;12;722
5405;Grand Gravelot;2017;12;62
5406;Huîtrier pie;2017;12;1239
5407;Macreuse noire;2017;12;100
5408;Pluvier argenté;2017;12;193
5409;Tadorne de Belon;2017;12;393
5410;Tournepierre à collier;2017;12;218
5411;Barge rousse;2018;12;216,5
5412;Bécasseau maubèche;2018;12;1425
5413;Bécasseau sanderling;2018;12;1119
5414;Bécasseau variable;2018;12;2031,5
5415;Bernache cravant;2018;12;1068,5
5416;Canard colvert;2018;12;786
5417;Canard pilet;2018;12;115
5418;Canard siffleur;2018;12;233,5
5419;Courlis cendré;2018;12;1028,5
5420;Grand Gravelot;2018;12;66
5421;Huîtrier pie;2018;12;2622,5
5422;Macreuse noire;2018;12;308,5
5423;Pluvier argenté;2018;12;167,5
5424;Sarcelle d'hiver;2018;12;13
5425;Tadorne de Belon;2018;12;344,5
5426;Tournepierre à collier;2018;12;100
5427;Barge rousse;2019;12;204
5428;Bécasseau maubèche;2019;12;1709
5429;Bécasseau sanderling;2019;12;1314,5
5430;Bécasseau variable;2019;12;1958
5431;Bernache cravant;2019;12;1425,5
5432;Canard chipeau;2019;12;14
5433;Canard colvert;2019;12;561
5434;Canard pilet;2019;12;278,5
5435;Canard siffleur;2019;12;167,5
5436;Courlis cendré;2019;12;609,5
5437;Grand Gravelot;2019;12;61
5438;Huîtrier pie;2019;12;1698
5439;Macreuse noire;2019;12;464,5
5440;Pluvier argenté;2019;12;125,3333333
5441;Tadorne de Belon;2019;12;192
5442;Tournepierre à collier;2019;12;45
5443;Barge rousse;2020;12;77,5
5444;Bécasseau maubèche;2020;12;1792
5445;Bécasseau sanderling;2020;12;1320
5446;Bécasseau variable;2020;12;1535
5447;Bernache cravant;2020;12;2827
5448;Canard colvert;2020;12;711
5449;Canard pilet;2020;12;64,33333333
5450;Canard siffleur;2020;12;215,6666667
5451;Courlis cendré;2020;12;570,5
5452;Grand Gravelot;2020;12;1
5453;Huîtrier pie;2020;12;1323
5454;Macreuse noire;2020;12;603
5455;Pluvier argenté;2020;12;52
5456;Sarcelle d'hiver;2020;12;27
5457;Tadorne de Belon;2020;12;183
5458;Tournepierre à collier;2020;12;75
5459;Barge rousse;2021;12;140
5460;Bécasseau maubèche;2021;12;1786
5461;Bécasseau sanderling;2021;12;1871
5462;Bécasseau variable;2021;12;2183,5
5463;Bernache cravant;2021;12;2213
5464;Canard colvert;2021;12;597
5465;Canard pilet;2021;12;96
5466;Canard siffleur;2021;12;315
5467;Courlis cendré;2021;12;809,5
5468;Grand Gravelot;2021;12;50
5469;Huîtrier pie;2021;12;2184
5470;Macreuse noire;2021;12;5
5471;Pluvier argenté;2021;12;119,5
5472;Sarcelle d'hiver;2021;12;54
5473;Tadorne de Belon;2021;12;284,5
5474;Tournepierre à collier;2021;12;48
5475;Barge rousse;2022;12;171,6666667
5476;Bécasseau maubèche;2022;12;1600
5477;Bécasseau sanderling;2022;12;2162
5478;Bécasseau variable;2022;12;2202,5
5479;Bernache cravant;2022;12;2077
5480;Canard colvert;2022;12;747
5481;Canard pilet;2022;12;171,5
5482;Canard siffleur;2022;12;344
5483;Canard souchet;2022;12;64
5484;Courlis cendré;2022;12;755
5485;Grand Gravelot;2022;12;40
5486;Huîtrier pie;2022;12;1623
5487;Macreuse noire;2022;12;1180,666667
5488;Pluvier argenté;2022;12;431
5489;Sarcelle d'hiver;2022;12;97,33333333
5490;Tadorne de Belon;2022;12;314
5491;Tournepierre à collier;2022;12;25
5492;Barge rousse;2023;12;232,5
5493;Bécasseau maubèche;2023;12;1882,5
5494;Bécasseau sanderling;2023;12;1302,5
5495;Bécasseau variable;2023;12;2886
5496;Bernache cravant;2023;12;2179
5497;Canard colvert;2023;12;785,5
5498;Canard pilet;2023;12;127
5499;Canard siffleur;2023;12;461
5500;Courlis cendré;2023;12;633
5501;Grand Gravelot;2023;12;29,5
5502;Huîtrier pie;2023;12;2179,5
5503;Macreuse noire;2023;12;642,5
5504;Pluvier argenté;2023;12;233
5505;Sarcelle d'hiver;2023;12;6
5506;Tadorne de Belon;2023;12;321,5
5507;Tournepierre à collier;2023;12;82
5508;Barge rousse;2024;12;143
5509;Bécasseau maubèche;2024;12;2105
5510;Bécasseau sanderling;2024;12;1518
5511;Bécasseau variable;2024;12;2410
5512;Bernache cravant;2024;12;2090,5
5513;Canard colvert;2024;12;495
5514;Canard pilet;2024;12;98
5515;Canard siffleur;2024;12;316
5516;Canard souchet;2024;12;1
5517;Courlis cendré;2024;12;973,5
5518;Grand Gravelot;2024;12;46
5519;Huîtrier pie;2024;12;2390
5520;Macreuse noire;2024;12;366
5521;Pluvier argenté;2024;12;287,5
5522;Sarcelle d'hiver;2024;12;23,5
5523;Tadorne de Belon;2024;12;207,5
5524;Tournepierre à collier;2024;12;71,5
